58.20.54.248;3.02.2003;1;a07dc4d0-e6f5-4fac-a39f-41fb3e83ba10;FALSE;600a065713c6e5986d94c8eb235985d9;;24431f943f80306fe31184fbcfce60b6;A;A;China Unicom HuNan ChangSha network;Changsha;China;28.1792;113.1136
58.20.54.248;3.02.2003;2;0e61743c-47f7-454d-8eb4-47499c4745a4;FALSE;600a065713c6e5986d94c8eb235985d9;;24431f943f80306fe31184fbcfce60b6;A;B;China Unicom HuNan ChangSha network;Changsha;China;28.1792;113.1136
58.20.54.248;3.02.2003;3;32c27996-0239-405f-9034-02edacc6485c;FALSE;600a065713c6e5986d94c8eb235985d9;;24431f943f80306fe31184fbcfce60b6;A;A;China Unicom HuNan ChangSha network;Changsha;China;28.1792;113.1136
82.146.15.6;3.02.2003;4;c0c3d535-e2a3-4eac-beeb-d47ad732245f;FALSE;0ee9187fe6e56bfde63b7ae976b9abec;null;616e51457eaff12cabe276d0f8a35b4a;A;B;Playtech Bulgaria;;Bulgaria;43;25
82.146.15.6;3.02.2003;5;74901702-1359-4070-846c-4158e0540808;FALSE;0ee9187fe6e56bfde63b7ae976b9abec;null;ab60fe9e4bf268574badf9b777bf5d64;A;C;Playtech Bulgaria;;Bulgaria;43;25
82.146.15.6;3.02.2004;6;8d2dc9d8-fa81-43ce-8dae-ce2b55891f0e;FALSE;0ee9187fe6e56bfde63b7ae976b9abec;maven;13c709b398a9f01336d68add9000a4ac;A;C;Playtech Bulgaria;;Bulgaria;43;25
82.146.15.6;3.02.2004;7;32521ad4-2843-4e6b-916a-14177d430973;FALSE;0ee9187fe6e56bfde63b7ae976b9abec;maven;844db0af705111c73fb0dba7dcb06cda;A;C;Murex;;Bulgaria;43;25
82.146.15.6;3.02.2003;8;bde8285a-c34f-4d13-9e2b-6e4e34ac9998;FALSE;0ee9187fe6e56bfde63b7ae976b9abec;null;616e51457eaff12cabe276d0f8a35b4a;A;C;Playtech Bulgaria;;Bulgaria;43;25
82.146.15.6;3.02.2004;9;35ab9908-40ad-40f7-94b3-c24e721f8b8b;FALSE;0ee9187fe6e56bfde63b7ae976b9abec;maven;844db0af705111c73fb0dba7dcb06cda;A;C;Playtech Bulgaria;;Bulgaria;43;25
82.146.15.6;3.02.2004;10;5bf6438f-f337-4089-9add-bbae5bd2bb0c;FALSE;0ee9187fe6e56bfde63b7ae976b9abec;maven;e8cb97f6bf4fa2bab56a75ad972397c7;A;D;Playtech Bulgaria;;Bulgaria;43;25
82.146.15.6;3.02.2003;11;57706fea-ea89-4b91-a7cd-092d29d44b4f;FALSE;0ee9187fe6e56bfde63b7ae976b9abec;null;ab60fe9e4bf268574badf9b777bf5d64;A;B;Elion Enterprises Limited;;Bulgaria;43;25
82.146.15.6;3.02.2004;12;6a936557-9cfa-4021-9116-99317a7721d7;FALSE;0ee9187fe6e56bfde63b7ae976b9abec;maven;13c709b398a9f01336d68add9000a4ac;A;C;Elion Enterprises Limited;;Bulgaria;43;25
82.146.15.6;3.02.2004;13;c13471b0-5283-4522-ab17-554d78895c14;FALSE;0ee9187fe6e56bfde63b7ae976b9;maven;e8cb97f6bf4fa2bab56a75ad972397c7;A;C;Elion Enterprises Limited;;Bulgaria;43;25
194.126.102.178;3.02.2004;14;1afc395b-e4d0-4b8a-a4fb-e9f6e091be83;FALSE;0ee9187fe6e56bfde63b7ae976b9abec;maven;c454552d52d55d3ef56408742887362b;A;C;Elion Enterprises Limited;Tartu;Estonia;58.3661;26.7361
82.146.15.6;3.02.2004;15;7ab32f7f-56df-44d3-8327-5c569ae5a087;FALSE;0ee9187fe6e56bfde63b7ae976b9abec;maven;329ad1d576b429655983842bd58ced14;A;C;Elion Enterprises Limited;;Bulgaria;43;25
194.126.102.178;3.02.2004;16;3a056e7f-09c6-45bb-a0b3-9b366c339f91;FALSE;0ee9187fe6e56bfde63b7ae976b9abec;maven;c454552d52d55d3ef56408742887362b;A;C;Elion Enterprises Limited;Tartu;Estonia;58.3661;26.7361
82.146.15.6;3.02.2004;17;6e0cea0d-8ac4-4052-927a-b7a7d0974831;FALSE;0ee9187fe6e56bfde63b7ae976b9abec;maven;329ad1d576b429655983842bd58ced14;A;B;Playtech Bulgaria;;Bulgaria;43;25
82.146.15.6;3.02.2004;18;8ec60f7f-8636-4c27-853e-bbe34dc1c93c;FALSE;0ee9187fe6e56bfde63b7ae976b9abec;maven;b91efb548009638f1f37a147169ba391;A;B;Playtech Turkey;;Bulgaria;43;25
82.146.15.6;3.02.2004;19;5bec9d48-0935-49da-a1dd-35e16a4deaf6;FALSE;0ee9187fe6e56bfde63b7ae976b9abec;maven;b91efb548009638f1f37a147169ba391;A;C;Playtech Bulgaria;;Bulgaria;43;25
82.146.15.6;3.02.2004;20;f5240f8f-d69c-4b81-98c6-f6df3c1898c8;FALSE;0ee9187fe6e56bfde63b7ae976b9abec;maven;7e81467f8d430e6a6071cb735ecd52af;A;C;Playtech Bulgaria;;Bulgaria;43;25
82.146.15.6;3.02.2004;21;0d31e80e-26f8-491a-83e8-c6e1f9a3a104;FALSE;0ee9187fe6e56bfde63b7ae976b9abec;maven;7e81467f8d430e6a6071cb735ecd52af;A;C;Playtech Bulgaria;;Bulgaria;43;25
82.146.15.6;3.02.2003;22;847a61f1-c97d-4bc6-a7ff-3ab3bb5ae0e6;FALSE;0ee9187fe6e56bfde63b7ae976b9abec;null;4b0717ebc0eee1e00079cdf7d7a6cbdb;A;C;Playtech Bulgaria;;Bulgaria;43;25
178.255.12.26;3.02.2004;23;7a4863c6-5071-4f8b-a1c7-eeb5bedb8591;FALSE;0ee9187fe6e56bfde63b7ae976b9abec;maven;e7f05ad8c8aa3c02bc23b0a0d7beb437;A;D;Playtech Estonia OU;;Estonia;59;26
178.255.12.26;3.02.2003;24;2a70e806-6018-4654-9bcc-21c667d5f4b9;FALSE;0ee9187fe6e56bfde63b7ae976b9abec;null;6125600cf796ba01a084862f7b32bcfb;A;C;Playtech Estonia OU;;Estonia;59;26
195.250.183.130;3.02.2003;25;191c2fe5-b139-40d7-a64f-05c2b4738a38;FALSE;0ee9187fe6e56bfde63b7ae976b9abec;null;6125600cf796ba01a084862f7b32bcfb;A;C;Elion Enterprises Limited;;Estonia;59;26
178.255.12.26;3.02.2004;26;25a8d8df-83d8-4cb7-b9c2-74802b693b96;FALSE;0ee9187fe6e56bfde63b7ae976b9abec;maven;e7f05ad8c8aa3c02bc23b0a0d7beb437;A;C;Playtech Estonia OU;;Estonia;59;26
202.82.101.34;3.03.2002;27;be4e897d-5d26-40fa-b03a-cf2c7390ef09;FALSE;5e54f586ef195baecb6beef991ad0589;51896240;683047dd911cdf2f4234b90e4674f1f2;A;A;PCCW IMSBiz;;Hong Kong;22.25;114.1667
213.4.39.189;3.03.2001;28;a4cf90e4-8f48-47e7-ae84-6fba63ac1223;FALSE;bdefdbe9f58b653b4778862138cd0bba;maven;566ddcec98fef6b45c92146e0cb5704b;A;A;Telefonica de Espana;;Spain;40;-4
202.82.101.34;3.03.2002;29;cf4339f4-790e-4979-8560-4e61d21cbbae;FALSE;5e54f586ef195baecb6beef991ad0589;51896240;683047dd911cdf2f4234b90e4674f1f2;A;A;PCCW IMSBiz;;Hong Kong;22.25;114.1667
202.167.248.193;3.03.2002;30;e689689d-122a-4efe-8d12-e51f7502cc71;FALSE;5e54f586ef195baecb6beef991ad0589;51896240;683047dd911cdf2f4234b90e4674f1f2;A;A;Equinix Asia Pacific;;Singapore;1.3667;103.8
182.106.212.134;3.03.2002;31;5eca239f-c14d-48d4-a634-8a876a8430ca;TRUE;23530f25f4474672a24292aade947c42;;e77989ed21758e78331b20e477fc5582;A;A;China Telecom JIANGXI;Nanchang;China;28.55;115.9333
182.106.212.133;3.03.2002;32;825747e0-a301-4b7e-b9ac-25bd97fdf772;TRUE;23530f25f4474672a24292aade947c42;;e77989ed21758e78331b20e477fc5582;A;A;China Telecom JIANGXI;Nanchang;China;28.55;115.9333
203.189.107.29;3.02.2005;33;8ce89004-ea08-4795-b3b2-0733bc6d198b;FALSE;a9de46db4d2983d9584670041a0a03bd;22246109;5a8e7ff02cc7a260a085185bb8fd1c07;B;D;GMO Internet,Inc;;Japan;35.69;139.69
213.4.39.189;3.03.2001;34;36ead9e3-24d9-4c2e-9ddf-e6d43b879c5d;FALSE;bdefdbe9f58b653b4778862138cd0bba;maven;566ddcec98fef6b45c92146e0cb5704b;A;A;Telefonica de Espana;;Spain;40;-4
213.4.39.189;3.03.2001;35;a7435339-1f9e-4fd2-a33a-9650b1b50172;FALSE;bdefdbe9f58b653b4778862138cd0bba;maven;b53597992e928ac1f47c240ef2adeebd;A;A;Telefonica de Espana;;Spain;40;-4
82.146.15.6;3.02.2004;36;fec5cf67-1e62-4020-ab28-6e9b2ae3d31b;FALSE;0ee9187fe6e56bfde63b7ae976b9abec;maven;041f9d1540ae7e27cc7da8f6c05769c8;A;C;Playtech Bulgaria;;Bulgaria;43;25
